seqnames start end CI.start CI.end genoT filenames
chr9 122509220 122529709 122336231 123638319 cc-wc ERR2268506_.trimmed.mdup.bam.RData.20
chr12 10308639 10647653 9192344 11575482 wc-cc ERR2268506_.trimmed.mdup.bam.RData.21
chr13 19162569 19249951 16013993 20468618 wc-cc ERR2268506_.trimmed.mdup.bam.RData.22
chr15 20411703 21262757 17052117 22901662 wc-cc ERR2268506_.trimmed.mdup.bam.RData.23
chr16 35597840 46386400 35156623 46390758 wc-cc ERR2268506_.trimmed.mdup.bam.RData.24
chr16 46394982 46649107 46387908 47233774 cc-wc ERR2268506_.trimmed.mdup.bam.RData.25
chr21 9846334 9848707 5217243 14634664 wc-cc ERR2268506_.trimmed.mdup.bam.RData.26
chr21 14828042 14946398 5217243 15705832 cc-wc ERR2268506_.trimmed.mdup.bam.RData.27
chrX 2714963 3324385 1396627 5645884 wc-ww ERR2268506_.trimmed.mdup.bam.RData.28
chr1 170873772 170995454 169050768 172891278 wc-cc ERR2268507_.trimmed.mdup.bam.RData.1
chr1 173712390 173864332 172504224 175519462 cc-wc ERR2268507_.trimmed.mdup.bam.RData.2
chr1 200336242 201761015 199109216 202735086 wc-ww ERR2268507_.trimmed.mdup.bam.RData.3
chr2 111955352 112457479 110882083 114176958 wc-cc ERR2268507_.trimmed.mdup.bam.RData.4
chr3 114284670 114316863 113096386 198169917 wc-cc ERR2268507_.trimmed.mdup.bam.RData.5
chr3 116553610 116888197 114991263 117721801 cc-wc ERR2268507_.trimmed.mdup.bam.RData.6
chr3 190939706 190987685 190017064 198169917 wc-cc ERR2268507_.trimmed.mdup.bam.RData.7
chr3 192383047 192583198 75077 193652578 cc-wc ERR2268507_.trimmed.mdup.bam.RData.8
chr6 93336465 93443593 92106702 95196870 cc-wc ERR2268507_.trimmed.mdup.bam.RData.9
chr7 85765493 87556727 83796429 89026826 wc-cc ERR2268507_.trimmed.mdup.bam.RData.10
chr8 8698737 8959333 6226693 9931294 ww-wc ERR2268507_.trimmed.mdup.bam.RData.11
chr8 11101918 11200338 8698666 12966371 wc-ww ERR2268507_.trimmed.mdup.bam.RData.12
chr8 84980545 85138942 81720165 87584898 ww-wc ERR2268507_.trimmed.mdup.bam.RData.13
chr8 92714811 92829627 90873403 94984995 wc-ww ERR2268507_.trimmed.mdup.bam.RData.14
chr8 95703130 97023886 93358054 104670224 ww-wc ERR2268507_.trimmed.mdup.bam.RData.15
chr9 98669970 98755048 95000994 100231977 cc-ww ERR2268507_.trimmed.mdup.bam.RData.16
chr9 105003596 105167766 98972957 105886414 ww-wc ERR2268507_.trimmed.mdup.bam.RData.17
chr11 129914621 130865034 127939108 131368796 wc-ww ERR2268507_.trimmed.mdup.bam.RData.18
chr16 31210206 34937094 28045070 46401573 ww-cc ERR2268507_.trimmed.mdup.bam.RData.19
chr16 46390831 46401493 31210137 50158857 cc-ww ERR2268507_.trimmed.mdup.bam.RData.20
chr17 9318081 9335950 7173752 13025299 wc-ww ERR2268507_.trimmed.mdup.bam.RData.21
chr17 14651620 14981182 11272530 15495388 ww-wc ERR2268507_.trimmed.mdup.bam.RData.22
chr18 70046763 71052095 69522212 71841809 wc-cc ERR2268507_.trimmed.mdup.bam.RData.23
chrY 12577298 14423266 2909270 17152667 wc-ww ERR2268507_.trimmed.mdup.bam.RData.24
chr1 43091441 43322384 39716812 47657923 cc-wc ERR2268508_.trimmed.mdup.bam.RData.1
chr1 95333368 95571411 94763924 96440287 wc-ww ERR2268508_.trimmed.mdup.bam.RData.2
chr1 96517710 96557257 96217664 97108626 ww-wc ERR2268508_.trimmed.mdup.bam.RData.3
chr5 175281611 175330579 174916500 176378541 wc-cc ERR2268508_.trimmed.mdup.bam.RData.4
chr5 176761864 176802360 176518794 177639321 cc-wc ERR2268508_.trimmed.mdup.bam.RData.5
chr6 39897498 39982093 39476082 40311810 wc-ww ERR2268508_.trimmed.mdup.bam.RData.6
chr6 40424534 40536493 40114796 40776723 ww-wc ERR2268508_.trimmed.mdup.bam.RData.7
chr6 48814383 48953827 46858146 54554058 wc-ww ERR2268508_.trimmed.mdup.bam.RData.8
chr7 49272994 49341815 48699768 49946278 wc-ww ERR2268508_.trimmed.mdup.bam.RData.9
chr7 50335244 50638712 49552660 51767876 ww-wc ERR2268508_.trimmed.mdup.bam.RData.10
chr8 7065939 8026713 6590799 8718807 ww-wc ERR2268508_.trimmed.mdup.bam.RData.11
chr8 11984925 12145768 11399249 13282983 wc-ww ERR2268508_.trimmed.mdup.bam.RData.12
chr9 38541412 39517912 38076860 42805548 cc-wc ERR2268508_.trimmed.mdup.bam.RData.13
chr9 64129316 66938811 61714001 68677586 wc-cc ERR2268508_.trimmed.mdup.bam.RData.14
chr10 95791664 95988157 95354267 96221998 wc-ww ERR2268508_.trimmed.mdup.bam.RData.15
chr15 22269072 22792205 20210260 22907875 wc-ww ERR2268508_.trimmed.mdup.bam.RData.16
chr16 35608297 35666614 34594963 46390615 wc-cc ERR2268508_.trimmed.mdup.bam.RData.17
chr16 49419551 49444499 46400788 50327505 cc-wc ERR2268508_.trimmed.mdup.bam.RData.18
chr21 10765603 12997767 10419256 14546408 wc-ww ERR2268508_.trimmed.mdup.bam.RData.19
chr22 16397526 16467787 11324458 17792869 wc-ww ERR2268508_.trimmed.mdup.bam.RData.20
chrX 2768126 2784936 2352403 3504107 wc-ww ERR2268508_.trimmed.mdup.bam.RData.21
chr1 146023224 146617059 143266391 149882670 ww-cc ERR2268509_.trimmed.mdup.bam.RData.1
chr1 149011123 149882586 146023148 151613448 cc-ww ERR2268509_.trimmed.mdup.bam.RData.2
chr2 72860513 72921381 72420660 73069653 cc-ww ERR2268509_.trimmed.mdup.bam.RData.3
chr2 73509988 73673102 72995537 73831365 ww-wc ERR2268509_.trimmed.mdup.bam.RData.4
chr3 191343402 191442465 190786088 198114579 wc-cc ERR2268509_.trimmed.mdup.bam.RData.5
chr3 192225028 192418327 191540856 194171754 cc-ww ERR2268509_.trimmed.mdup.bam.RData.6
chr5 52522211 52531845 51977712 53950100 wc-cc ERR2268509_.trimmed.mdup.bam.RData.7
chr5 54450152 54702849 53115104 55104366 cc-wc ERR2268509_.trimmed.mdup.bam.RData.8
chr5 74896371 74983045 74721349 181135655 wc-cc ERR2268509_.trimmed.mdup.bam.RData.9
chr5 75456459 75457936 75136089 76209488 cc-ww ERR2268509_.trimmed.mdup.bam.RData.10
chr13 57939214 57943806 57083342 58620830 cc-wc ERR2268509_.trimmed.mdup.bam.RData.11
chr13 104431415 104446192 104213065 105407523 wc-ww ERR2268509_.trimmed.mdup.bam.RData.12
chr13 105381035 105416994 16017732 105858198 ww-wc ERR2268509_.trimmed.mdup.bam.RData.13
chr16 21372815 21594805 19868914 22761918 cc-ww ERR2268509_.trimmed.mdup.bam.RData.14
chr16 22368702 22761818 21372728 24480287 ww-cc ERR2268509_.trimmed.mdup.bam.RData.15
chr17 6941771 6950797 6404496 8156379 wc-cc ERR2268509_.trimmed.mdup.bam.RData.16
chr17 9367799 9520896 8808887 9828939 cc-wc ERR2268509_.trimmed.mdup.bam.RData.17
chr17 21920065 22263756 21442576 23016569 wc-ww ERR2268509_.trimmed.mdup.bam.RData.18
chr21 32825278 32916105 32395226 46615285 wc-ww ERR2268509_.trimmed.mdup.bam.RData.19
chr21 33463025 33619744 32896033 33805027 ww-wc ERR2268509_.trimmed.mdup.bam.RData.20
chr22 19930007 20059496 19081135 20566880 cc-wc ERR2268509_.trimmed.mdup.bam.RData.21
chr22 25485452 26166591 23357597 28501123 wc-cc ERR2268509_.trimmed.mdup.bam.RData.22
chr22 31372824 31932000 29695721 32683904 cc-wc ERR2268509_.trimmed.mdup.bam.RData.23
chrX 152669483 152730740 151862921 155955082 cc-wc ERR2268509_.trimmed.mdup.bam.RData.24
chrX 153248870 153432038 25723 154803458 wc-cc ERR2268509_.trimmed.mdup.bam.RData.25
chr3 190762889 191977264 188515059 193804266 wc-cc ERR2268510_.trimmed.mdup.bam.RData.1
chr9 24248271 24760378 22748314 26314131 wc-ww ERR2268510_.trimmed.mdup.bam.RData.2
chr9 31409960 31535741 29639382 33940299 ww-wc ERR2268510_.trimmed.mdup.bam.RData.3
chr9 67761375 68627313 42965919 72537194 wc-ww ERR2268510_.trimmed.mdup.bam.RData.4
chr13 39682999 40012243 38494690 40585677 ww-wc ERR2268510_.trimmed.mdup.bam.RData.5
chr13 66177136 67214321 63344048 68960899 wc-ww ERR2268510_.trimmed.mdup.bam.RData.6
chr15 24087544 24209526 21270810 24904361 wc-cc ERR2268510_.trimmed.mdup.bam.RData.7
chr15 29331125 29412588 24553783 31614022 cc-wc ERR2268510_.trimmed.mdup.bam.RData.8
chr17 10546664 10775607 9215780 12614589 wc-ww ERR2268510_.trimmed.mdup.bam.RData.9
chr17 28777151 29250767 22084003 30302335 ww-wc ERR2268510_.trimmed.mdup.bam.RData.10
chr17 69100160 69569245 67648742 71031311 wc-ww ERR2268510_.trimmed.mdup.bam.RData.11
chr17 72090472 72575913 69570022 74278466 ww-wc ERR2268510_.trimmed.mdup.bam.RData.12
chr17 80084479 80092076 79406029 83197197 wc-ww ERR2268510_.trimmed.mdup.bam.RData.13
chr22 28365180 28579190 24111332 50340024 wc-cc ERR2268510_.trimmed.mdup.bam.RData.14
chr22 30771429 31394151 11023163 32951502 cc-wc ERR2268510_.trimmed.mdup.bam.RData.15
chrX 3221103 6380469 378679 6675502 wc-cc ERR2268510_.trimmed.mdup.bam.RData.16
chr1 50176453 50368134 49651130 51470332 wc-ww ERR2268511_.trimmed.mdup.bam.RData.1
chr1 51514566 52055942 50608341 52304567 ww-wc ERR2268511_.trimmed.mdup.bam.RData.2
chr2 11098008 11292844 10024749 109359243 wc-cc ERR2268511_.trimmed.mdup.bam.RData.3
chr3 138146126 138388195 137121532 138826500 ww-wc ERR2268511_.trimmed.mdup.bam.RData.4
chr3 146972473 146980270 146504423 147176854 wc-cc ERR2268511_.trimmed.mdup.bam.RData.5
chr3 147602191 147618303 147034078 148263705 cc-wc ERR2268511_.trimmed.mdup.bam.RData.6
chr3 148936392 148954378 148263605 196522204 wc-cc ERR2268511_.trimmed.mdup.bam.RData.7
chr3 149946359 149962098 148965048 150152812 cc-ww ERR2268511_.trimmed.mdup.bam.RData.8
chr3 151621279 151735193 150381128 152181623 ww-wc ERR2268511_.trimmed.mdup.bam.RData.9
chr3 171801156 171922284 171419303 172573061 wc-ww ERR2268511_.trimmed.mdup.bam.RData.10
chr3 173139873 173395342 172087059 173708402 ww-wc ERR2268511_.trimmed.mdup.bam.RData.11
chr3 189289882 189424803 189144369 189835577 wc-cc ERR2268511_.trimmed.mdup.bam.RData.12
chr4 11324174 11403638 10450088 12163576 wc-cc ERR2268511_.trimmed.mdup.bam.RData.13
chr4 12554675 12720317 12074079 13988195 cc-wc ERR2268511_.trimmed.mdup.bam.RData.14
chr4 153988777 154237564 153439905 154871317 wc-ww ERR2268511_.trimmed.mdup.bam.RData.15
chr4 155466014 155567697 155058038 156073662 ww-wc ERR2268511_.trimmed.mdup.bam.RData.16
chr6 102550734 102555181 83517410 107867198 cc-wc ERR2268511_.trimmed.mdup.bam.RData.17
chr9 109944494 110011659 105637134 126857773 wc-cc ERR2268511_.trimmed.mdup.bam.RData.18
chr11 80593109 80722961 80370462 81595422 wc-ww ERR2268511_.trimmed.mdup.bam.RData.19
chr11 81879275 82176440 81059967 82737230 ww-wc ERR2268511_.trimmed.mdup.bam.RData.20
chr14 63328087 63565903 62991879 64084437 cc-wc ERR2268511_.trimmed.mdup.bam.RData.21
chr15 23908361 24455374 17025620 25129852 wc-cc ERR2268511_.trimmed.mdup.bam.RData.22
chr16 34245406 34582858 28577566 37617771 cc-ww ERR2268511_.trimmed.mdup.bam.RData.23
chr16 36193846 46404979 34245346 49815625 ww-cc ERR2268511_.trimmed.mdup.bam.RData.24
chr17 27100462 27406253 26828083 83146646 wc-cc ERR2268511_.trimmed.mdup.bam.RData.25
chr17 30053730 30516652 325569 32149754 cc-wc ERR2268511_.trimmed.mdup.bam.RData.26
chr20 29885904 30464277 25128206 31757881 wc-ww ERR2268511_.trimmed.mdup.bam.RData.27
chr20 31873351 31999755 31277658 33577840 ww-wc ERR2268511_.trimmed.mdup.bam.RData.28
chr21 12997073 14565655 9618661 15613046 wc-cc ERR2268511_.trimmed.mdup.bam.RData.29
chr3 90539924 93075832 88257194 93470744 cc-ww ERR2268512_.trimmed.mdup.bam.RData.1
chr3 93470802 93717605 90539833 94320739 ww-cc ERR2268512_.trimmed.mdup.bam.RData.2
chr4 188895782 189001657 188486545 190113000 ww-wc ERR2268512_.trimmed.mdup.bam.RData.3
chr5 126117305 126129004 111456959 127935523 ww-wc ERR2268512_.trimmed.mdup.bam.RData.4
chr5 163751107 163810431 163306402 164126820 wc-cc ERR2268512_.trimmed.mdup.bam.RData.5
chr5 167944448 168027526 167723543 168747809 cc-wc ERR2268512_.trimmed.mdup.bam.RData.6
chr5 173711585 174194261 173344598 174902159 wc-cc ERR2268512_.trimmed.mdup.bam.RData.7
chr5 175220992 175343545 174943797 175672727 cc-wc ERR2268512_.trimmed.mdup.bam.RData.8
chr7 132751277 133011587 132350063 133856345 wc-ww ERR2268512_.trimmed.mdup.bam.RData.9
chr7 133856345 133881545 133011587 134157339 ww-wc ERR2268512_.trimmed.mdup.bam.RData.10
chr12 34517010 37525081 13441837 37798115 wc-cc ERR2268512_.trimmed.mdup.bam.RData.11
chr13 17752127 18787058 16565162 21862872 cc-ww ERR2268512_.trimmed.mdup.bam.RData.12
chr18 42649989 42731587 12898535 45624844 cc-wc ERR2268512_.trimmed.mdup.bam.RData.13
chr20 25955380 28593227 25265438 29215060 ww-wc ERR2268512_.trimmed.mdup.bam.RData.14
chr20 30409728 30496298 29881297 30741448 wc-ww ERR2268512_.trimmed.mdup.bam.RData.15
chr20 38450513 38585492 37880092 39160635 ww-wc ERR2268512_.trimmed.mdup.bam.RData.16
chrX 2717773 3144179 2325648 4511202 wc-cc ERR2268512_.trimmed.mdup.bam.RData.17
chr3 55546797 55855996 55116143 56836096 wc-ww ERR2268513_.trimmed.mdup.bam.RData.1
chr6 34811952 34943868 33723240 35397117 wc-ww ERR2268513_.trimmed.mdup.bam.RData.2
chr6 54737188 54856092 52117126 55435737 ww-wc ERR2268513_.trimmed.mdup.bam.RData.3
chr6 75674016 76609121 74978570 77508124 wc-ww ERR2268513_.trimmed.mdup.bam.RData.4
chr6 77803182 77928939 77322230 78216288 ww-wc ERR2268513_.trimmed.mdup.bam.RData.5
chr7 110904593 110933217 110234040 111503661 wc-cc ERR2268513_.trimmed.mdup.bam.RData.6
chr7 111946867 112292062 110933217 112528111 cc-wc ERR2268513_.trimmed.mdup.bam.RData.7
chr8 87073208 87275850 86505769 88058833 wc-cc ERR2268513_.trimmed.mdup.bam.RData.8
chr13 19318669 19369609 16058913 20245491 wc-cc ERR2268513_.trimmed.mdup.bam.RData.9
chr17 29773228 30385198 28542243 31304345 cc-wc ERR2268513_.trimmed.mdup.bam.RData.10
chr19 36380500 36995128 35114867 37798215 wc-ww ERR2268513_.trimmed.mdup.bam.RData.11
chr19 39655779 40052668 37401636 40582405 ww-wc ERR2268513_.trimmed.mdup.bam.RData.12
chr22 16153169 16199187 11047195 17618992 wc-cc ERR2268513_.trimmed.mdup.bam.RData.13
chrX 2778903 3762540 1670228 5248899 wc-ww ERR2268513_.trimmed.mdup.bam.RData.14
chr1 145868387 147043907 125183114 149845363 cc-ww ERR2268514_.trimmed.mdup.bam.RData.1
chr1 148984671 149845268 145868315 152918021 ww-cc ERR2268514_.trimmed.mdup.bam.RData.2
chr1 153141990 153243208 152901211 154701779 cc-wc ERR2268514_.trimmed.mdup.bam.RData.3
